,reviewText,sentiment,pred
1853,The beat was good but as you begin to listen to this song it just goes down hill. I made the mistake of listening to a sample and then bought it. I don't recommend it.,0,1.0
1854,"Awesome Riffs and Vocals!! I haven't heard anything this good recently. Cant wait to hear more of this soon!!

All the best with future works!!!!

LONG LIVE ROCK!!!!!!!!",1,1.0
1855,"This is not the band called Gravel from Anacortes,Washington State,who did two albums for Estrus Records. This is just a band with the same name from Delaware,and the music is really horrible.",0,0.0
1856,trash music,0,1.0
1857,"This is some sort of dance/hip-hop song, and a bad one at that. I thought it was a Kiss single that I missed, and I'm glad I listened to it on MOG before hitting ""buy with one-click.""

I would have given it no stars, but I wasn't allowed.",0,0.0
1858,"Here are the English translations of the song tracklisting:

3. So viele Fragen( So Many Questions )
5. Warum( Why )
7. So weit weg( So Far Away )
11. Fantasie ist Energie( Fantasy Is Energy )
13. Mondlied( Moon Song )
15. Zeichne mir dein Herz( Show Me Your Heart )
17. Schnell, schnell( Quickly, Quickly )
18. Die Sterne( The Stars )

The other tracks are the overture and narrations in German about the story of Madou.",1,0.0
1859,Love the Ten!,1,1.0
1860,"....I ordered thinking these were mainly DOG songs.  BE ADVISED ..... Only 1 -2 dog related.  SHOULD NOT BE TITLED ""THE DOG""",0,0.0
1861,"I got 10 records as promised, i wouldn't call them LPs, most of them were less than half filled, most just demos from various unknown artists, some even unlabeled. they may be used for scratching later on if i ever decide to get into that.",0,0.0
1862,Would not play on my computer,0,0.0
1863,Love her voice and the song is good. Her songs have a twang but not too much but most her songs are of broken hearts,1,1.0
1864,"Just some old rough cuts, the one hit wonder ""not gonna take it"" not included.",0,0.0
1865,I expected Sugar Pie Guy by the Joneses. I was disappointed after purchasing to discover it was not what I wanted.,0,0.0
1866,"Llegada del producto en excelentes condiciones, se probo y todo bien,sin dao alguno, que da confianza para seguir comprando productos.-",1,0.0
1867,Can't get enough of his music.,1,1.0
1868,"Tried to order the one off the Lose Control Album, this sounds horrible. I did order the correct one",0,0.0
1869,Three of the best on one CD. Good compliment to the RUF collection.,1,1.0
1870,loved the song but didn't read close enough only 2 songs on cd,0,0.0
1871,"Brenda Russell is one of my all time favorites. Every few years she releases a CD that is enormously pleasurable. Love Life is an early effort and sounds like it. It sounds as if there is only one ""musician"" on all the tracks and everything is over dubbed. The lyrics - if they can  be called that - are insipid. Russell sounds tired. Best avoided.",0,1.0
1872,"The copy I received has the look of a bootleg CD...
The disk does not even play on my CD player! I was however able to read it on my DVD player.
The artwork seems to have been printed on an inkjet printer. The last straw is that there are no program notes.

What can I say, I am shocked!

Rare repertory, very well interpreted by McAslan and Blakely, it's an INSULT that the medium is not up to par.",0,0.0
1873,"Rabbath & his friends are ""the greatest.""",1,0.0
1874,"Awesome songs from Jamalski, DJ Koda and the team.  Well worth the listen.",1,1.0
1875,Nice smooth piano jazz.,1,1.0
1876,"The GRAMMAPHONE review, with its insider cracks about Warlock, is accurate to a degree, but might be demanding the wrong thing from Warlock and from this album, which remains one of my favorite Xmas albums precisely because its tone is not too resolutely jolly and its archaisms are interesting time and again. And I don't like Britten's Festival.",1,0.0
1877,Sounds like a soundtrack for a Sixties B-movie featuring lots of women in bouffant hairdos and heels. Laughably ticky-tacky. Buy any CD by Paolo Conte instead.,0,0.0
1878,"If you're looking for *real* Gregorian chant, look elsewhere.  This is all synthesized--voices, ""organ"", everything--and the resulting sound is harsh and unpleasant. I didn't hear any actual words, either, just the same repetitive ""ee-oh"", ""ay-oh"", and what sounded like""me-ow"" in occasion.",0,0.0
1879,I've been using this as background music at work - it's soothing without putting me to sleep. Very nice.,1,1.0
1880,"I bought this song because my girlfriend wanted it. Now neither of us listen to it. Just not our style, I guess.",0,1.0
1881,"Slightly different versions than what you will find on YouTube, But still beautiful.",1,1.0
1882,This must be one of Aster's best albums and possibly the best.  I enjoyed every track on the album and recommend it all for music lovers even if they don't understand the lyrics.,1,1.0
1883,"This is an amazing and life-changing CD. I have listened to it a million times and never got tired of it. Inspiring, funny and full of ass-kicking, great advice to get you going, to reach for the stars, to raise your standards!",1,1.0
1884,Off key and not the original. Should be renamed wkrap. If your looking for the original look elsewhere. Absolute junk.,0,0.0
1885,"This is not the TV version of the song but another version by some guy.  He is a good singer, but it's not what you are used to.",0,0.0
1886,This son reminds me of the person that I love and want to spend the rest of the my life with.  It really speaks to what her and I have gone through.,1,1.0
1887,"this music sucks and represents all lousy musical-ness,without repeating the m- word,(""mu-ic""), and I can only hope that the Amazon 'bot does not send me any more recommendations representing Visqueen and Yarnel. Thank you.",0,0.0
1888,liked,1,1.0
1889,If you love folk and Alaskan music this is the best you will ever own.,1,1.0
1890,"Don Schultz, Loren Arment, Goodwin Trent, Dana Cox, and Kathryn Cox were the artist that made up this groundbreaking Alaskan folk band from the 1970's.  Don Schultz's impeccable banjo carried many of their tunes, along with the lilting voice of Dana Cox and the superb harmonies of Loren, Kathryn, and Goodwin. The producer, John Speer, did a remarkable job of arranging and recording the music along with Don Schultz.  The Last Frontier Band is and was the first band to really set the bar for Alaskan recording artists, and I have yet to see an album of its caliber since.  Except of course, Dana Cox's solo album from the 1980's.
The folk standard Wayfarin' Stranger, is enchanting.  Trees, written by Goodwin Trent is a classic flower child song of the time period. Traveling Lady, sung by Dana Cox is haunting. Save The Whales, sung to the tune of The Drunken Sailor inspires dreams of the good ole days when the whales were hunted almost to extinction.  A few years ago, I contacted John Speer about re-releasing this album on CD, but that has yet to come about.",1,0.0
1891,its an interveiw with 19 talkings sessions it sucks.,0,0.0
1892,I love this song,1,1.0
1893,"This song is en vogue again and may recall babies on a youtube video or the singer herself,  but its just plain fun fun fun. I really wish I had grown up hearing this song. I would have really loved singing it when I was little as I do now. If you like this song and singer you will also like brandy carlie. (Sp?)  Similar bizarre intonations and unexpected inflections.",1,0.0
1894,"It wasn't anythink that anyone did, but I wanted the original song, and the one I got is not . So I guess I should of previewed it longer.",0,0.0
1895,"just hate this version.  deleted immediately.  wanted ""real"" radio version.  waste of .99

seven more words required.  seven more words",0,0.0
1896,"They just don't sing the good stuff much any more, Found this guy Hooker, Bobby Flores and Justin Trevino. Bought 7 cd's, Listen to them and can say I can now throw all my other country music in the trash!! This music is it!! If you like real country music and dance hall stuff, this is it!!  NOW MY FAVORITE!!!

This Hooker guy appears to be one of those most guys would consider ""Cool"". I am in my mid forties, law enforcement over 20 yrs and would hang out with these guys!!!",1,0.0
1897,love this song,1,1.0
1898,"Wonderful voice, great instrumental group, vibrant recording.",1,1.0
1899,I expected jodel tunes. There were much fewer than I was expecting.  I was not happy with this.  The reason to buy Oesch Die Dritten is to hear jodel.  Forget this.,0,0.0
1900,Love this arrangement.  I only wish it was longer so it included more of the original lyrics.  They should also publish sheet music.,1,1.0
1901,GREAT,1,1.0
1902,Original teen titans theme song. My kids listen to it over and over.,1,0.0
1903,great song,1,1.0
1904,"Reprise has a gorgeous sound, with rich harmonies and an intimate style. I enjoy the group a cappella numbers the most, although their solos are also good. Highly recommended.",1,1.0
1905,"I compared this to another song and it's different.  For some strange reason, the flute part in the beginning is missing.  That's the part that I like the most, so I have to say don't get this track.  Not worth it.  Go to another site to get the song.  Other than that, Miho's voice is amazing as always.",0,1.0
1906,"This item was purchased as a gift, the recipient is happy and I am very happy with the item, the service and everything overall!! :)
Thank you!!!",1,1.0
1907,amazing voice - not good song choices tho,0,1.0
1908,bad... wouldn't recommend,0,0.0
1909,"While I have the excellent studio recording of the Sutherland-Pavarotti ""La Sonnambula"", this live recording of early Sutherland is spectacular.  Her high notes are off the chart and her diction is rather good compared to her later years.  Not listening to ""La Sonnambula"" often, one forgets what great music is in this wonderful Bellini opera.  A ""must have"" for any Sutherland and ""La Sonnambula"" lover.",1,0.0
1910,love this song,1,1.0
1911,Great song.,1,1.0
1912,Product as expected,1,0.0
1913,"Listen to the previews here and decide.

I enjoy this album because it's not too 'pop' sounding.  The vocals never get too tinny or 'cutesy' sounding.  Instead it's a nice mix of light rock, pop, and punk that has very nice variety.  It's a steal at under $10 for the download.  I put it on the Amazon cloud then loaded it to my computer, iPod Shuffle (for running), and my phone.  I really did the tunes while running or working out.  The quicker tempos make for a nice upbeat workout mix.

Wish more American bands were like this!",1,0.0
1914,"Confab's ear socket searing riffs melted my mind with their technicality, and the melodies and hooks were like that of an angelic phonic goddess, caressing my soul with her inconceivably luscious auditory arms that wrapped themselves around me, like a warm blanket on a cold day.. comforting me in this post-apocalyptic rock suck-o-sphere that has become the music industry today. God bless you, Confab.",1,1.0
1915,"just got into billy falcon music. what a great song writer wonderfull story telling, less of a rocky influence than the great pretty blue world cd,  but some great lyric's, well worth the money ,",1,1.0
1916,Great album by Billy Falcon....singer songwriter...great words and music... writes on many of Bon Jovi's album with Jon and Richie...,1,1.0
1917,Great song from one twelve definitely one of the classic r&b jams. You b can't  go wrong with this single.,1,1.0
1918,"Many have written here that this is not the best collection of Bruce Cockburn's work. I'm not a mind reader or a seer, so I'm thinking those are evaluations made by people who have always had easy access to his recorded music. I, and I'd guess many others, have not had that easy access. My work life has always kept me in places where his music was not available. I don't have all of Mr Cockburn's albums in my collection. So, what does this all mean? Simply that I am absolutely satisfied with this collection of Bruce Cockburn's music. There are many songs in this collection that I've never heard. They are as good as all the music I've become familiar with in years previous. If you're a person who has collected most, if not all, of Mr Cockburn's music, you may be disappointed with this anthology. If you're someone like me, without that all encompassing collection, I'll bet that you'd enjoy this compilation immensely. I'll be listening to this one until it's no longer playable. I gave it five stars. I mean it.",1,0.0
1919,"I have purchased every single release of Bruce's.  The message I get is that if I want the concert DVD and rarities disc, I have to pay well over $100.  Bruce's marketing team has found a way to thumb their noses to the core of his fan base.  Curious.",0,0.0
1920,"Five stars for the music.  One star for the absence of consideration to avid fans that went into this box set.  There are many rarities that are still ""out there"" that could have been included, and which would have brought something fresh to this collection. Instead, you get 6 CD's of music that has been available for years on the official releases; one disc of ""rarities"", although many of these supposed rarities are available on other compilations that are readily available; and a single DVD of an acoustic tour that Bruce did a few years ago.  Talk about a missed opportunity!  How difficult would it have been to include missing B sides that never made it to CD?  Or rarities that are only available on hard-to-find and out-of-print CD's?  And why not include a DVD of the movie ""Rumours of Glory"" that came out in the 80's, or any number of other live performances that would have made fantastic DVD's?  Bruce is a significant artist with some very devoted fans.  They deserve more than this wasted opportunity to produce a meaningful box set.  Thumbs up for the music.  Thumbs down for the absence of imagination that went into this once in a career box set.

NOTE: After receiving in the mail the AMAZING Wilco box set that was just released this week, I have had to lower my review of Bruce's box set.  Wilco shows what it is like to approach fans with imagination and integrity.  Bruce's team rather shrewdly was able to convince a fan like me to spend over $100 for a single CD of music of ""rarities"" -- many of which I already own -- and a DVD.  They didn't do a fraction of the work that Wilco's team did.  Wilco's box set is NOTHING BUT RARITIES.  It is amazing.  Bruce's songs and guitar playing and voice are also amazing, but his team has put together a box set that is not worth the support of fans who deserve more.",0,1.0
1921,Slow tunes overall ok not wonderful,0,0.0
1922,"This being an import I am assuming it's either going to be the German or the French 12"". Either way the tracks are all identical to the U.S. release. There is nothing worth getting on this 12"" vinyl you can't get on the original album unless you are a remix freak. Trust me. The remix (or dance version) isn't worth it. You get three tracks:

- Owner Of A Lonely Heart (Special ""Red & Blue"" Remix Dance Version)

This is considered a very rare track, but it's a mess. It's has a strong vibe on it similar to Dazz Band's Let it Whip along with various pacing breaks, sample clips (including a popular Art of Noise voice sample), and other distractions put in between normal spots of the song. It's an irritating club mix that runs a little over seven minutes.

- Owner Of A Lonely Heart (Edited Version)

Just a single mix of the album version. It's about a minute shorter than the album version and feels a bit stunted because of it. Although I admit it does hit all the important marks, but you miss some cool instrumentation.

- Our Song

This is the exact same version as what's found on the 90125 album.

If you are a major Yes fan and need all the mixes (including the bad ones) then I suppose you will find value in this 12"". Everybody else just pass it up.",0,0.0
1923,Great song!!,1,1.0
1924,Mysterious Sound !!!!! I Want MORE!!!,1,1.0
1925,A great collection of Spanish and Cuban guitar!,1,1.0
1926,"People, if Your going to pick up Skip Bafferty, then You might as well get this Group also. ""Eden's Children"" on Stateside Records was famous in the South Land of California, and yes, I know that they were two years before Skip, but I just think that both styles fit in nicely! Heard this group from KMET, KLOS and KWST ( K-West). Well, here are MY favorite Songs, ""Knocked Out"", ""Bad Habit"", ""If She's Right"", ""Spirit Call"", ""Sure Looks Real"", ""Toasted"", ""Wings"", ""Out Where The Light"", ""Things Gone Wrong"", ""Awakening"", ""Call it Design"" and ""Come When I Call"". Both Groups Are Awesome! OK!, another One? OK! ""The Plastic Cloud"" on Allied Records, and the songs are, ""Face Behind The Sun"", ""Shadows Of Your Mind"", ""Dainty General Rides"", ""Civilization Machine"" and ""You Don't Care""! One More? OK!, ""Cosmic Dealer"" on Negram Records! The Killer Songs are, ""Head In The Clouds"", ""Daybreak"", ""Find Your Way"", ""Child Of The Golden Sun"", ""I Had A Friend"" and ""The Scene""! Might as well throw in the ""SINGLE ONLY"" of ""Cosmic Michael"" on Radioactive  ( Bliss ) Records with ""Cosmic Michael Theme"" b/w ""Now That I Found It""! Thanks!!!",1,0.0
1927,Awesome Song!!!,1,1.0
1928,"I bought it because I like the One Winged Angel song off of both Final Fantasy and Kingdom Hearts, but this has got to be the weirdest remix I've ever heard. I wouldn't suggest it at all.",0,0.0
1929,"A homage is a tribute a fan pays to a certain person or thing in respects to the original work without profiteering from the work. It is free. It is available to all. And it is easily accessible. Even Voices of the Lifestream is free. This is not free. This is a fallacy. It should be reported to Square-Enix and to Uematsu for Copyright infringment.

Beyond that, lets look at this from a Musical Critic's perspective:

It doesn't even seem like it took these guys longer than a day to make this. All the songs' raps sound exactly the same. Just listen to the demo. They didn't even remix the background songs they used to rap over. It's laughable really. It's like a few guys in their basement using a re-mixing program to produce, well, crap.

This is isn't rapping. It's crapping. And I am not saying that to get on anyone's nerves. It's true. It's easily ascertainable. ""Oh man, so many tribute albums, this is the best one!"" No. It's not. Not even for the Rap genre. But what bothers me the most is that the people who made this had the audacity to put up for sale on Amazon. It's not worth 9 dollars. No tribute is. No homage is. Why? Because the true fan doesn't wish to see a profit from their fandom. They do it as fans.

And these fans aren't good rappers. And I know good rap. I enjoy rap. So Final Fantasy/Rap lovers, understand I am judging this based on my opinion of rap. This is just... bad. Hell, Will Smith can make better raps than this.

You want a true homage from great fan-artists? Just Youtube it. You don't have to pay for it. And you don't have subject yourself to this garbage.",0,0.0
1930,"We sing this song during Praise and Worship at our church and since my voice is low, I get to lead it.  www.forgivenchurch.tv",1,1.0
1931,Great christmas song,1,1.0
1932,Love this music!  He is starting to blow up!,1,1.0
1933,Outstanding vocals great soul music. Big fan of Soupersona. CD was costly and worth it. The seller Kelindo provided great customer service the cd is in excellent condition. Thank you,1,1.0
1934,If you like the song look else where if you're picky about sound quality. It's MP3 88bit.... As a DJ this will never work for me in the club.,0,1.0
1935,Great Southern Rock. Raw emotion equal to Whipping Post.,1,1.0
1936,"Mama's Pride has always dones St. Louis proud, and this is my favorite track from which still sounds as good as when I was a kid!",1,1.0
1937,Great song for us to use during our Summer Reading program this year! I plan to use it during our Superhero Training Party to get everyone in the mood to be superheroes!,1,1.0
1938,Excellent,1,1.0
1939,"The song itself is good but it's missing 11 seconds worth in the middle and no, it's not supposed to be like that.  I found it on I tunes the exact same way.",0,0.0
1940,I have been a fan of Yuki Kajiura ever since I was able to buy a copy of the first Fiction album. This is some very enjoyable music.,1,1.0
1941,There is no introduction and it is melody-heavy. Not an accompaniment track- it is an instrumental version of the hymn. Wish I'd known that before I paid for it.,0,0.0
1942,What more can be said?,1,0.0
1943,the quality of this song was awful and a waste of money. The YouTube version is so much b...ette. Bad buy on my part,0,0.0
1944,"Whether you are new to this extremely eccentric and eclectic British group from the late '60's, or a dedicated fan, you'll have hours of laughs and amazement in store. Featuring future Monty Python musical genius Neil Innes and national treasure Vivian Stanshall.",1,1.0
1945,Beautifully done and easy to use.  It's soothing to just sit and listen even if you don't use it as an accompaniment track.,1,1.0
1946,"I made a mistake buying this as I thought I was getting the one where she sings the songs, however, the music is very pretty and I find it relaxing to listen to.",1,0.0
1947,"I had the great opportunity to remaster and restore by removing as much noise as possible using high-end equipment.
I wish I could provide you with some samples of before and after. This collection is great!",1,1.0
1948,This a very special collection. It is a musical form of genealogy. I never met my grand or great grand parents who lived and died in Puerto Rico. But I am sure they knew and heard this music. This music is a time machine back to a time of  a young and hopeful Borinquen.,1,1.0
1949,"Have always loved her music .As she sings you are brought into a presence of God that we all  so desperately desire ,it leaves you wanting more of Him.
I'm very happy and thankful for my purchase. SC

IT was just what I needed and wanted.",1,1.0
1950,"I purchased and downloaded this song for a friends ring tone, he loved it, but it goes back a little too far for my tastes.",1,0.0
1951,soothing,1,1.0
1952,"Two different recordings play on top of each other, thus making my purchase useless.",0,0.0
1953,This unfortunately did not download well - the narrator speaks 'over' himself.  Love to know if there is a way to fix it.,0,0.0
1954,"The song is really a great song, but the audio sucks. There is 'Columbia Country Classics: The Golden Age' with Gene Autry's 'You Are My Sunshine' - that is sooo much better",0,1.0
1955,"I have purchased this song from Amazon twice (once the entire album)  The rest of the album is fine, but this song SKIPS and is just a hot mess.  I am really SAD! because Nick Thurmond has done my FAVORITE rendition to date of this song.  I want it right, and I want it on my amazon player.  :(",0,0.0
1956,And it repeats over and over and over again. 9 minutes worth.,0,0.0
1957,Not the quality of Jeffrey White material I remember when I was in New York back in the eighties.  That group was stellar.  This cd:fair,0,0.0
1958,I was so distracted by the atrocious sound recording that I couldn't focus on the hypnotist voice.  Do not buy this product unless you like wasting money (:,0,0.0
1959,"awful, garbage recording! background noise distractions and over-dubbed voices sound like accidental double recording. Amateur hour here",0,0.0
1960,If you love the outdoors and everything our Creator has blessed us with. Then you will love this music. I've been listening to the ole duck fever cd for years. My groomsmen and I even walked out to THE LIFE at my wedding. Great stuff you won't regret buying this.,1,1.0
1961,"Unlistenable due to poor recording, speaker's accent, and overlapping phrases.  I know it's cheap, but it's not even worth the $.89.",0,0.0
1962,This MP3 track is defective--volume is so low it is inaudible.,0,0.0
1963,I think both Debbie and tiffany are great ladies of the 80s and this song is fun and catchey just like a pop/dance song should be. Tiffany's new country album is amazing as well. Not to mention they both have powerful voices!!,1,1.0
1964,"Crappy.  Really crappy.  This is the cherry on top of the crap sundae that is the SyFy Channel's original movie, Mega Python vs Gatoroid.  Former teen queen Debbie Gibson asks us to ""shed our skin for [her]"" and the very thought of that makes you want to hurl, not unlike the special effect pythons in the movie regurgitate partially digested limbs from their hapless victims.  The song is featured several times in the movie including a confusing montage of time passing while the 'roided up gators breed in the everglades.  A song from the other former 80s teen sensation, Tiffany, who also ""stars"" in the movie is also featured, however does not seem to be available for purchase.  Thank god for small favors.",0,0.0
1965,"The background music and sounds during the hypnosis session are pretty darned eerie. It honestly felt like I was listening to the soundtrack of a horror movie and a paranormal spirit was about to take over my soul. There were times when he's bumping the microphone or I could hear background noises. His voice wasn't assuring and words weren't what I feel I needed, ""Imagine what you would be doing if you were confident."" Really, I expected more than that.",0,1.0
1966,"I could hear him breathing in the microphone and he had terrible English.  When I want to relax, I don't want to have to concentrate on filtering out an accent.",0,0.0
1967,"This song is really ""River Flows in You"" by Yiruma with an overlay that is downright atrocious. Yiruma on the other hand is a terrific pianist that I would recommend to any who enjoy quality music. If you got here tracking down ""bella's lullaby"" this is not from the movie. Go get the real soundtrack, if on the other hand, you are looking for a beautiful solo piano piece, go check out River Flows in You on Youtube or Itunes (amazon doesn't have it at this time.)",0,1.0
1968,"The narrator has a very relaxing voice and the music overlay is pleasant. That's all the good I can say about this track. There are multiple narrated audio tracks overlayed over each other. At some points the narrator talks over himself. At other times there is noise in the room such as objects dropping on a desk, or other noises in the room. Very distracting.",0,0.0
1969,"I loved this song from 1990 called You & Me by Jamm and had been looking for it to purchase or download since it's out of print and thought I had hit the jackpot when I found it here on Amazon for download. However I was disappointed after I downloaded it and realized it didn't sound as I remembered it then after closer review, It occurred to me that the RPM has been increased to be more appropriate for ""stepping"" (a form of line dancing). So if you don't mind the increase in speed, help yourself. As for me the hunt continues for this unsung Hit from 1990. By the way smooth jazz saxophonist George Howard covered it on his ""Personal"" album",0,1.0
1970,"I'm not usually one to listen to this type of music, but I've been lucky enough to get to know Matt (the genius behind the music) and to see him perform. He truly has a gift and the songs he composes are heartfelt and genuine. Mutual friends and acquaintances had always raved about how talented he is, and when I got a chance to hear his music myself I was captivated and bought a copy of his CD immediately. I do have a few favorite tracks, but I would be lying if I said there were any that are less than brilliant. You can preview the tracks and see for yourself, but I highly encourage everyone to support him and buy a copy. You won't be disappointed!",1,0.0
1971,The audio doesn't play at all and I like that song. Please fix the audio,0,0.0
1972,I like to pretend Grendel never made this album. Try synthetic generation.,0,0.0
1973,"Wow.  I can't recall ever being so shocked and dismayed by a once-great act dropping such a stink bomb of this magnitude.  By stripping out the distortion on the vocals, Grendel reveals not only a puny, strangulated, wanna-be tough/emo voice, but also lyrics that are so childish and silly, I was embarrassed to be listening.  Even worse, the songs consist of nothing but choruses- the same three lines repeated over and over, and then the choruses themselves are repeated over and over.  In other words, each song has about three lines, total, each of which is repeated three times within a chorus, and the chorus is repeated about six times within the song...and lines themselves are utterly cheesy and stupid.

Furthermore, this idiot has done what so many other Goth/Industrial losers have-- given his girlfriend way too much space on the album-- her monotone ""robo-girl"" interjections are particularly annoying.

I suspected that Grendel's last album, Harsh Generation, was a little too cheesy and commercialized, but I chose to ignore those aspects.  Unfortunately, every silly and ridiculous aspect of Harsh Generation has only been enhanced and expanded upon with this new single.  This release is just pure garbage that is a disgrace to the genre.

Check out Aesthetic Perfection's new one, A Violent Emotion, for an example of how harsh electro/ebm/industrial can continue to evolve and stay vital, and stay away from this stinking cheese pile by Grendel.",0,0.0
1974,underwhelming ; Its not something I would feel would keep a houseparty going. though I should note when I went looking for it today to give it another shot  it was nixed from my Amazon library after upgrading to Windows 10 so backup your music and keep an eye on situations like that.,0,0.0
1975,Terribly disappointing remix of one of the greatest progressive rock bands of all time.  Stick with their original recordings.,0,0.0
1976,Absolute junk... One of the premier progressive groups of all time destroyed with some of the worst remixing imaginable.,0,1.0
1977,"What a way to destroy good music! I can't believe that ELP would let this go out. Terrible! All ELP fans would hate this, as I do.",0,1.0
1978,"This version is awful.  After listening the latest album by Bersuit (without him) and this version of what it was a great song before he destroyed it, it is clear that Cordera should retire.",0,0.0
1979,"Now this is jazz!

This album has great tracks by Dave Brubeck, including the infamous 'Take Five.'  I highly recommend this album if you're a fan of his or if you just enjoy jazz.",1,1.0
1980,SPEND THE MONEY AND DOWNLOAD YOUR FAVORITES ON I-TUNES.  THAT WAY YOU GET WHAT YOU WANT AND NOT SOME FILLERS,0,0.0
1981,"Everyone knows about Dave Brubeck's Girl from Ipanema and Take Fiver, but he was more than that. His sound was bluesy, intoxicating and reflective of his genius.",1,1.0
1982,"While the intent was clearly aimed at assisting people with self hypnosis, the production is so poorly done the track is distracting and confusing, There are two narrated audio tracks where the narrator talks overtop of himself. The microphone was poorly setup and speech ""puffs"" or breath are clearly audible - almost as of he is blowing on the microphone.",0,1.0
1983,i feel in love with this song right away and bought it here on amazon cause its cheaper here than itunes!,1,1.0
1984,Sing this to my wife (of 51 years) every night before bed. She says I sound like Perry Como. (ha ha)!,1,1.0
1985,"Yes, I love house music...at my age; because I love music (all kinds) period. And house (music) helps me work harder & get into my daily workouts without even paying attention to the time.",1,1.0
1986,"I loved the music on this CD and I was sure my sister would too.  Her favorites are different from mine, but she enjoys the whole set.",1,0.0
1987,all are great,1,1.0
1988,Terribly disappointing remix of one of the greatest progressive rock bands of all time.  Stick with their original recordings.,0,0.0
1989,What a bunch of garbage! Way to turn great music into Disco! I can't believe ELP would let this go out.,0,1.0
1990,"Road Ratt were another unfairly overlooked melodic rock band from the early 1990's. Much like Treat, Damned Nation and Nasty Idols, these guys never achieved any fame outside their native land, but that's not saying they shouldn't have.

Road Ratt's sound is kin to what the Electric Boys were doing at the time. Some people call this funk rock, but there really aren't too many traces of funk on this record in my own opinion. The production is typical Swedish, with over-the-top sounds and choruses, and the songs are just as catchy as ever. How the Swedes continue to pump out such quality hard rock, even till this day, is far beyond me. While I wouldn't call this essential, or even five-star, it does have some really cool melodic rock songs. I liked ""Use The Lighter,"" ""Ragman City,"" ""Beggars Day"" and ""Turn Me On;"" the rest was decent, but there was also some filler that crept in as well.

I think every melodic rock fan should check this record out. Buying the actualy cd is ridiculous due to limited supply they made, but downloading it is like nine dollars. I would definitely go that route fellow rockers, and everyone check this out quick!",1,0.0
1991,Good digital reproduction.,1,1.0
1992,"I'm a sucker for slow music with beautiful words, and this is one of those songs.  Music is solace to our souls, and makes our lives a little bit easier....well, this kind of music anyway.",1,1.0
1993,"If you enjoy the old, hit standards and a great voice, this is for you.  I would easily recommend it.",1,1.0
1994,"The Best!
If you like Black Sabbath, Steppenwolf, or Jimi Hendrix and Quentin Tarantino soundtracks this is probably what you've looking for--for so long....",1,1.0
1995,"The Spider Hole is one of those bands that defy categorization, as only the best do.  If nothing else, its eccentric rock the sort of rock with impeccable style, that wears a fedora, bursts unexpectedly through the haze of a smoky club and sways its hips with a swinging, boozy groove, sometimes foul-mouthed but always charming.  It both compliments and intrudes upon your melancholy thoughts with gratifying irreverence.

The lyrics can be absurd and surreal--but even at their extremes, they are too poetic to be entirely gratuitous.  They are dream-like, driving in pace along with the music, and you could just enjoy the sound of them and the clever turns of phrase, if you like.  But if you really listen you might get the sense that youve fallen down a rabbit hole of some punkish film noir series, with mysterious characters and strange story-telling.  The lead singers voice is both wild and precise, with such a daring stylistic range that you nearly imagine it to be more than one person.

For a debut album this is an incredible offering -- every song is solid and the album is tight in production and coherent in tone.  Excellent guitar, bass, drums along with whimsical piano riffs, the occasional horn, and various effects that all add to the mood at just the right times.  It would be impossible to pick one favorite or standout among so many strong tracks.  Not a single weak song to be skipped.  In fact, its still, many years after its initial release, one of my all-time favorite albums to play all the way through.  Its darkly theatrical and a lot of fun to move to.

To sum up... Holy sh** this band is awesome!  Buy this album and you will have a hidden gem of musical mischief with which to while away the dull hours and impress your friends with!  The Spider Hole stands alone -- there is no other band quite like them.

Enjoy.

(Its also worth the effort to track down the band and give them some love and cash to snag a copy of their newest album Royal Spend, which is just as great but unavailable on Amazon as of this writing.)",1,0.0
1996,This song reminds me of Winter Sonata whenever I hear it. It's a beautiful composition.,1,1.0
1997,A very old performance with poor recording quality .  Buy a newer version especially of Act II which has some wonderful segments.  Those great segments just don't shine in this recording.,0,1.0
1998,Cheap imitators,0,1.0
1999,What a rip off! I was in the gym and didn't expect to download 50 pub-singer cover versions of once great songs.... I want my money back.,0,1.0
2000,Cheap stuff,0,1.0
2001,yep got tricked again thought it was original music but it's not and to be honest it sucks don't waste your time,0,0.0
2002,"Granted, I was shopping online for music at 2 in the morning, however, I really didn't think this was covers of the original songs.

For the price and the number of fantastic songs, I could have really enjoyed cover songs, however, the singing was horrible. I understand that no one can ""replace"" Tina Turner, but that was painful. The singers failed to stay in the range they are able to sing.",0,0.0
2003,"I ordered the two One Hit Wonders together.  Big Mistake. The songs were sung by unknowns, not the original arists.  I should have looked more closely at whatbI was ordering.",0,0.0
2004,I bought it using my phone thinking I was getting the original songs by the original artists. Nope! It's Graham Blvd. (whoever they are) doing the songs. Boo.,0,0.0
2005,"NOTE: IF YOU LIKE BAD REMAKES OF THE ORIGINAL HITS THIS IS FOR YOU...I MADE THE MISTAKE OF SEEING THE SONGS THAT ARE ON THIS AND VOL. 2 AND THINKING THES ARE GREAT SONGS BUT ONLY HAD TO HEAR THE FIRST SONG ""CARS"" TO REALIZE IT WAS NOT GARY NEMAN SINGING IT...YOUR DRUNK BUDDY AT THE LOCAL BAR COULD DO BETTER AT THE MIC ...THESE ARE NOT THE ORIGINAL ARTISTS SINGING...",0,0.0
